,Name,Url,County,Sites,Average_rent,Unnamed: 0,FullstreetAddress,Latitude,Longitude
745,Lakewood Mobile Home Park,https://www.mhvillage.com/parks/15618, Oceana ,40,300,896,"408 East Sands Street, Pentwater, MI, 49449",43.79434,-86.37572
746,Big Rapids Mobile Home Court,https://www.mhvillage.com/parks/15579, Mecosta ,135,255,710,"606 Bjornson Street, Big Rapids, MI, 49307",43.7051,-85.51279
747,Country Manor Estates,https://www.mhvillage.com/parks/15999, Mecosta ,78,300,711,"18500 Northland Drive, Big Rapids, MI, 49307",43.7051,-85.51279
748,Holiday Terrace Mobile Home Park,https://www.mhvillage.com/parks/15594, Mecosta ,71,N/A,712,"10845 Percy Lane, Mecosta, MI, 49332",43.63724,-85.24514
749,Parks Place Estates,https://www.mhvillage.com/parks/528, Mecosta ,29,300,713,"14065 30th Avenue, Remus, MI, 49340",43.6693,-85.14673
750,Sunset Shores,https://www.mhvillage.com/parks/76392, Mecosta ,80,N/A,714,"10406 Pierce Rd., Stanwood, MI, 49346",43.59275,-85.40347
751,Haven View Mobile Home Court,https://www.mhvillage.com/parks/15596, Mecosta ,80,N/A,715,"18505 Northland Drive, Big Rapids, MI, 49307",43.7051,-85.51279
752,College Park Mobile Village,https://www.mhvillage.com/parks/15600, Mecosta ,100,N/A,716,"1111 Catherine Street, Big Rapids, MI, 49307",43.7051,-85.51279
753,Country Mobile Home Court,https://www.mhvillage.com/parks/15629, Osceola ,20,N/A,927,"6420 East 13 Mile Road, Paris, MI, 49338",43.7569,-85.60857
754,Circle Drive Mobile Home Park,https://www.mhvillage.com/parks/15597, Mecosta ,50,N/A,718,"12380 185th Avenue, Big Rapids, MI, 49307",43.64786,-85.45304
755,Hunter's Creek,https://www.mhvillage.com/parks/476, Mecosta ,50,N/A,719,"11334 120th Avenue, Rodney, MI, 49342",43.63143,-85.32412
756,Forest Hills Park,https://www.mhvillage.com/parks/15598, Mecosta ,N/A,N/A,720,"14400 Northland Drive, Big Rapids, MI, 49307",43.7051,-85.51279
757,Round Lake Resort Mobile Home Park,https://www.mhvillage.com/parks/15599, Mecosta ,8,N/A,721,"11133 Eleven Mile Road, Mecosta, MI, 49332",43.63724,-85.24514
758,Buck's Mobile Home Park,https://www.mhvillage.com/parks/15595, Mecosta ,N/A,N/A,722,"21965 8 Mile Road, Stanwood, MI, 49346",43.59275,-85.40347
759,Lackie's Birch Haven Subdivision,https://www.mhvillage.com/parks/16042, Osceola ,N/A,N/A,928,"Airstrip Road, Barryton, MI, 49305",43.75187,-85.14328
760,Roger Heights Mobile Home Park,https://www.mhvillage.com/parks/52249, Mecosta ,N/A,N/A,724,"11299 Riverside Drive, Stanwood, MI, 49346",43.59275,-85.40347
761,Bayside Mobile Estates,https://www.mhvillage.com/parks/15843, Menominee ,97,N/A,725,"3400 - 10th Street, Menominee, MI, 49858",45.12976,-87.61257
762,Cedar Ridge Mobile Home Park,https://www.mhvillage.com/parks/15845, Menominee ,75,N/A,726,"5000 13th Street, Menominee, MI, 49858",45.14611,-87.61748
763,Forest Glen,https://www.mhvillage.com/parks/29603, Menominee ,16,N/A,727,"450 Myrtle Street, Marinette, WI, 54143",45.09182,-87.6466
764,Foxx Glen,https://www.mhvillage.com/parks/28731, Menominee ,76,N/A,728,"3920 Hall Ave, Marinette, WI, 54143",45.09188,-87.67188
765,Golden Sands Mobile Home Court,https://www.mhvillage.com/parks/27024, Menominee ,N/A,N/A,729,"3400 Pierce Ave, Marinette, WI, 54143",45.09188,-87.67188
766,Country Meadows Mobile Home Park,https://www.mhvillage.com/parks/26981, Menominee ,220,N/A,730,"3415 Pierce Ave, Marinette, WI, 54143",45.09188,-87.67188
767,Cramer Estates,https://www.mhvillage.com/parks/31291, Menominee ,N/A,N/A,731,"Merchant, Marinette, WI, 54143",45.09188,-87.67188
768,Marinette Mobile Home Court,https://www.mhvillage.com/parks/36172, Menominee ,N/A,N/A,732,"1596 Marinette Ave, Marinette, WI, 54143",45.09188,-87.67188
769,Science City,https://www.mhvillage.com/parks/337, Midland ,171,N/A,733,"3823 Bay City Road, Midland, MI, 48642",43.60536,-84.18068
770,Alpine Village,https://www.mhvillage.com/parks/15379, Midland ,283,N/A,735,"3601 Alpine Drive, Midland, MI, 48642",43.70512,-84.23785
771,Old Oak Trails Estates,https://www.mhvillage.com/parks/15955, Midland ,203,357,736,"1661 North Old Oak Trail, Sanford, MI, 48657",43.71958,-84.40022
772,Arlington Manor,https://www.mhvillage.com/parks/15378, Midland ,100,285,737,"222 Rockwell Dr, Midland, MI, 48642",43.70512,-84.23785
773,Coleman Mobile Home Park,https://www.mhvillage.com/parks/15381, Midland ,58,250,738,"330 South 3rd Street, Coleman, MI, 48618",43.75117,-84.58959
774,Oakside Mobile Home Park,https://www.mhvillage.com/parks/409, Midland ,142,285,739,"2752 West North Union Road, Midland, MI, 48642",43.70512,-84.23785
775,Stolkholm Forest Village,https://www.mhvillage.com/parks/15380, Midland ,121,285,740,"800 West Mier Road, Sanford, MI, 48657",43.71958,-84.40022
776,Victoria Woods,https://www.mhvillage.com/parks/15450, Midland ,52,270,741,"2574 West Midland Road, Midland, MI, 48642",43.70512,-84.23785
777,Maple Grove Village,https://www.mhvillage.com/parks/15340, Midland ,140,N/A,742,"400 Kuipers Drive, Midland, MI, 48642",43.70512,-84.23785
778,Countryside Manor,https://www.mhvillage.com/parks/361, Midland ,63,N/A,743,"47 North Meridian Road, Midland, MI, 48640",43.58296,-84.35133
779,Rumbaugh Estates,https://www.mhvillage.com/parks/362, Midland ,59,N/A,744,"1404 Rumbaugh, Midland, MI, 48642",43.70512,-84.23785
780,Lakeview Trailer Park,https://www.mhvillage.com/parks/15382, Midland ,18,N/A,745,"320 Cedar Street, Sanford, MI, 48657",43.71958,-84.40022
781,"Evergreen Whispering Pines MHP, LLC",https://www.mhvillage.com/parks/42428, Midland ,105,550,746,"227 W. Olson Road, Midland, MI, 48640",43.58296,-84.35133
782,Woodview Mobile Home Park,https://www.mhvillage.com/parks/338, Midland ,N/A,N/A,748,"257 West Olson Road, Midland, MI, 48640",43.58296,-84.35133
783,Pine Court,https://www.mhvillage.com/parks/29402, Osceola ,15,N/A,925,"5340 West Stoney Corners Road, Mc Bain, MI, 49657",44.22911,-85.17152
784,Sandy Oaks Resort,https://www.mhvillage.com/parks/105535, Roscommon ,227,N/A,988,"2757 Owens Dr, Houghton Lake, MI, 48629",44.29882,-84.73407
785,Cadillac Leisure Mobile Home Park,https://www.mhvillage.com/parks/15722, Wexford ,98,N/A,1184,"1101-1151 6th Stt, Cadillac, MI, 49601",44.25966,-85.42514
786,Whispering Oaks Mobile Home Park,https://www.mhvillage.com/parks/15862, Roscommon ,26,N/A,991,"3517 West Houghton Lake Drive, Houghton Lake, MI, 48629",44.29882,-84.73407
787,Mounds Mobile Home Park,https://www.mhvillage.com/parks/54551, Roscommon ,N/A,N/A,994,"130 Mounds Trail, Houghton Lake, MI, 48629",44.29882,-84.73407
788,North Shore Trailer Park,https://www.mhvillage.com/parks/15865, Roscommon ,N/A,N/A,995,"8687 East Houghton Lake Road, Houghton Lake, MI, 48629",44.29882,-84.73407
789,Poplar's Resort,https://www.mhvillage.com/parks/15669, Roscommon ,N/A,N/A,997,"10360 West Shore Dr, Houghton Lake, MI, 48629",44.29882,-84.73407
790,Frenchtown Villa / Elizabeth Woods,https://www.mhvillage.com/parks/15319, Monroe ,1149,N/A,764,"1250 Paree, Newport, MI, 48166",41.97734,-83.29112
791,Meadowbrook Estates,https://www.mhvillage.com/parks/331, Monroe ,453,N/A,765,"1250 Strandwyck, Monroe, MI, 48161",41.91011,-83.42683
792,Kimberly Estates,https://www.mhvillage.com/parks/329, Monroe ,387,N/A,766,"7769 Kimberly Dr, Newport, MI, 48166",41.99027,-83.36667
793,Newport Farms,https://www.mhvillage.com/parks/30588, Monroe ,513,492,768,"9059 W. Timberview Dr., Newport, MI, 48166",42.00771,-83.33446
794,Raisin Ridge,https://www.mhvillage.com/parks/15994, Monroe ,404,N/A,772,"801 Franklin Blvd, Monroe, MI, 48161",41.93203,-83.46824
795,Inverness Mobile Home Community,https://www.mhvillage.com/parks/415, Monroe ,518,N/A,769,"6230 Lewis Avenue, Temperance, MI, 48182",41.79069,-83.58813
796,Oakridge Estates,https://www.mhvillage.com/parks/15737, Monroe ,621,N/A,770,"75 Briarwood Trail, Monroe, MI, 48161",41.89171,-83.40729
797,Pleasantville MHC,https://www.mhvillage.com/parks/15337, Monroe ,152,N/A,773,"1045 Nadeau Road, Monroe, MI, 48162",41.94976,-83.44536
798,Country Heritage,https://www.mhvillage.com/parks/15969, Monroe ,213,N/A,774,"771 Mary Jean Court, Dundee, MI, 48131",41.94859,-83.65202
799,The Orchards,https://www.mhvillage.com/parks/33834, Monroe ,630,483,771,"3600 Townsquare Boulevard, Carleton, MI, 48117",42.03778,-83.42102
800,Carleton Mobile Home Park,https://www.mhvillage.com/parks/15338, Monroe ,228,385,775,"12500 Jones Rd., Carleton, MI, 48117",42.05671,-83.38965
801,Dundee Meadows,https://www.mhvillage.com/parks/15951, Monroe ,80,450,776,"202 Emerald Circle, Dundee, MI, 48131",41.96234,-83.66653
802,Elizabeth Woods,https://www.mhvillage.com/parks/105129, Monroe ,620,553,777,"1250 Paree, Newport, MI, 48166",42.00351,-83.35345
803,Flat Rock Village,https://www.mhvillage.com/parks/15485, Monroe ,332,N/A,778,"11150 Telegraph Road, Carleton, MI, 48117",42.03778,-83.42102
804,Hidden Creek,https://www.mhvillage.com/parks/15937, Monroe ,351,379,779,"6400 South Dixie Highway, Erie, MI, 48133",41.78609,-83.48738
805,Mill Race Shores Manufactured Housing Community,https://www.mhvillage.com/parks/15941, Monroe ,97,N/A,780,"563 Allen Road, Milan, MI, 48160",42.08375,-83.67022
806,Northtowne Meadows,https://www.mhvillage.com/parks/15734, Monroe ,386,450,781,"6255 Telegraph Road, Erie, MI, 48133",41.78609,-83.48738
807,Willow Green,https://www.mhvillage.com/parks/15336, Monroe ,429,385,782,"2033 North Outer Drive, Monroe, MI, 48161",41.91264,-83.47301
808,Yorkshire Manor,https://www.mhvillage.com/parks/15309, Monroe ,280,356,783,"1205 York Blvd., Carleton, MI, 48117",42.03778,-83.42102
809,Shamrock Mobile Home Park,https://www.mhvillage.com/parks/15480, Monroe ,54,N/A,784,"1811 North Telegraph Road, Monroe, MI, 48162",41.94976,-83.44536
810,Sunny South Villa,https://www.mhvillage.com/parks/15479, Monroe ,68,N/A,785,"15377 South Telegraph, Monroe, MI, 48161",41.91264,-83.47301
811,Huron River Mobile Home Park,https://www.mhvillage.com/parks/15750, Monroe ,89,N/A,786,"8025 South Huron River Road, South Rockwood, MI, 48179",42.05419,-83.26085
817,Village Trails,https://www.mhvillage.com/parks/15979, Montcalm ,100,N/A,789,"518 Hickory Ln., Howard City, MI, 49329",43.3823,-85.47568
818,Brookside Mobile Home Sites,https://www.mhvillage.com/parks/15657, Montcalm ,14,N/A,791,"7875 Garlock Road, Carson City, MI, 48811",43.18769,-84.85692
819,Creekview Mobile Home Park,https://www.mhvillage.com/parks/15654, Montcalm ,84,375,792,"400 North Walnut, Greenville, MI, 48838",43.20853,-85.27232
820,Edmore Estates,https://www.mhvillage.com/parks/492, Montcalm ,18,N/A,793,"525 West Gilson Street, Edmore, MI, 48829",43.41448,-85.01942
821,Stanton Mobile Home Community,https://www.mhvillage.com/parks/15656, Montcalm ,50,N/A,796,"101 Rachael, Stanton, MI, 48888",43.31444,-85.10173
822,Stoney Lake Mobile Home Park,https://www.mhvillage.com/parks/15652, Montcalm ,14,325,797,"2650 Stoney Lake Blvd., Stanton, MI, 48888",43.25525,-85.07728
823,Tamarack Pines Estates,https://www.mhvillage.com/parks/15920, Montcalm ,80,N/A,798,"9555 Maple Hill Road, Howard City, MI, 49329",43.40285,-85.50268
824,Thunderhawk Resort,https://www.mhvillage.com/parks/83549, Montcalm ,50,330,799,"4261 N Bass Lake Rd, Pierson, MI, 49339",43.3378,-85.47797
825,Pond View Estates,https://www.mhvillage.com/parks/472, Montcalm ,90,N/A,801,"613 North Edgeview Street, Greenville, MI, 48838",43.20853,-85.27232
826,Sheridan Mobile Home Park,https://www.mhvillage.com/parks/15653, Montcalm ,26,N/A,802,"453 East Condensery Road, Sheridan, MI, 48884",43.21177,-85.05864
827,Greenbrier Estates,https://www.mhvillage.com/parks/15655, Montcalm ,57,N/A,803,"11345 South Greenville Road, Greenville, MI, 48838",43.20853,-85.27232
828,Pondview Manufactured Home Community,https://www.mhvillage.com/parks/104897, Montcalm ,93,N/A,804,"621 North Walnut Street, Greenville, MI, 48838",43.18644,-85.24159
829,Sandy Creek,https://www.mhvillage.com/parks/15938, Montcalm ,N/A,N/A,806,"Tbd, Crystal, MI, 48818",43.26309,-84.91473
830,White Oak Acres,https://www.mhvillage.com/parks/16017, Montcalm ,34,N/A,807,"Wood Road, Sheridan, MI, 48884",43.21177,-85.05864
831,Tamarack Meadows,https://www.mhvillage.com/parks/32162, Montcalm ,135,495,808,"1601 Hiddenview Dr, Lakeview, MI, 48850",43.44553,-85.27591
835,Hunt Creek Mobile Home Court,https://www.mhvillage.com/parks/15899, Presque Isle ,N/A,N/A,985,"600 North Elizabeth, Hillman, MI, 49746",45.04133,-83.94273
836,City Of Rose City Trailer Park,https://www.mhvillage.com/parks/15847, Oscoda ,N/A,N/A,939,"310 North Williams Street, Rose City, MI, 48654",44.47283,-84.12718
837,Presque Isle Estates,https://www.mhvillage.com/parks/575, Presque Isle ,N/A,N/A,978,"1605 Morley Drive, Rogers City, MI, 49779",45.40277,-83.77896
838,Whispering Pines Trailer Park,https://www.mhvillage.com/parks/15850, Oscoda ,N/A,N/A,930,"236 South Mount Tom Road, Mio, MI, 48647",44.68578,-84.06082
839,Apple Carr Village,https://www.mhvillage.com/parks/305, Muskegon ,529,N/A,832,"516 South Courtland Lane, Muskegon, MI, 49442",43.24349,-86.12583
840,Clover Estates Mobile Home Community,https://www.mhvillage.com/parks/407, Muskegon ,223,N/A,833,"3239 Clover Parkway, Muskegon, MI, 49444",43.16883,-86.19416
841,Egelcraft,https://www.mhvillage.com/parks/15871, Muskegon ,458,N/A,834,"2129 Arrowhead Drive, Muskegon, MI, 49442",43.2142,-86.14254
842,Park Meadows,https://www.mhvillage.com/parks/15739, Muskegon ,300,427,835,"210 East Giles, North Muskegon, MI, 49445",43.29868,-86.27285
843,"Pine Island Recreation Park, Inc.",https://www.mhvillage.com/parks/15440, Muskegon ,30,N/A,836,"3768 Pine Island Drive, Lot 9, Holton, MI, 49425",43.41283,-86.14919
844,Derby Brothers Company,https://www.mhvillage.com/parks/70655, Muskegon ,30,325,837,"3774 Pine Island Drive, Holton, MI, 49425",43.41298,-86.14933
845,Bel Air Estates,https://www.mhvillage.com/parks/15315, Muskegon ,116,395,838,"2481 West Sherman Boulevard, Muskegon, MI, 49441",43.1869,-86.27287
846,Norton Shores,https://www.mhvillage.com/parks/405, Muskegon ,656,N/A,839,"3223 Bailey Street, Muskegon, MI, 49444",43.19381,-86.21534
847,Arlington Woods,https://www.mhvillage.com/parks/307, Muskegon ,659,335,840,"3785 Evanston Avenue, Muskegon, MI, 49442",43.2459,-86.14177
848,Cricklewood Court,https://www.mhvillage.com/parks/15293, Muskegon ,62,695,849,"23604 36th Avenue, Ravenna, MI, 49451",43.19947,-85.87744
849,Crystal Downs MHC,https://www.mhvillage.com/parks/15312, Muskegon ,104,525,841,"2701 Crystal Lake Road, Whitehall, MI, 49461",43.38689,-86.3276
850,Nomad MHC,https://www.mhvillage.com/parks/15441, Muskegon ,111,N/A,842,"2701 Huizenga Street, Muskegon, MI, 49444",43.16883,-86.19416
851,Oaks Mobile Home Park,https://www.mhvillage.com/parks/335, Muskegon ,172,N/A,843,"3240 Getty Street, Muskegon, MI, 49444",43.19449,-86.22454
852,Emerald Estates,https://www.mhvillage.com/parks/15622, Newaygo ,30,345,861,"238 Jones Street, Grant, MI, 49327",43.33695,-85.84536
853,Hidden Oaks MHC,https://www.mhvillage.com/parks/194, Muskegon ,104,N/A,845,"14787 Apple Drive, Fruitport, MI, 49415",43.15305,-86.12557
854,Timberline Estates Mobile Home Park,https://www.mhvillage.com/parks/15548, Muskegon ,302,N/A,846,"2315 Oak Street, Twin Lake, MI, 49457",43.36803,-86.14947
855,Edgewood Mobile Park,https://www.mhvillage.com/parks/15445, Muskegon ,65,N/A,847,"7433 Whitehall Road, Whitehall, MI, 49461",43.38689,-86.3276
856,West Pine Island Manufactured Home Community,https://www.mhvillage.com/parks/3977, Muskegon ,30,N/A,848,"3534 Pinewood Trail, Holton, MI, 49425",43.44293,-86.11695
857,Maple Island Estates,https://www.mhvillage.com/parks/15443, Muskegon ,129,N/A,850,"7311 White Road, Muskegon, MI, 49442",43.2459,-86.14177
858,Mona Lake Mobile Home Park,https://www.mhvillage.com/parks/15442, Muskegon ,67,N/A,851,"3527 Hoyt Street, Muskegon, MI, 49444",43.16883,-86.19416
859,West Pine Island,https://www.mhvillage.com/parks/46519, Muskegon ,30,N/A,852,"1091 East Laketon, Muskegon, MI, 49442",43.2459,-86.14177
860,Crestview Estates MHC,https://www.mhvillage.com/parks/15444, Muskegon ,N/A,N/A,853,"3290 Getty Street, Muskegon, MI, 49444",43.16883,-86.19416
863,Brookhaven Estates,https://www.mhvillage.com/parks/15972, Newaygo ,178,318,854,"622 South Division Street, Newaygo, MI, 49337",43.43292,-85.69911
864,Brooks Lake Mobile Home Park,https://www.mhvillage.com/parks/16002, Newaygo ,15,N/A,855,"2263 Spruell, Newaygo, MI, 49337",43.43292,-85.69911
865,Country View Estates,https://www.mhvillage.com/parks/15961, Newaygo ,134,N/A,856,"401 Market Street, Fremont, MI, 49412",43.47283,-85.96834
866,Fremont Hills Mobile Home Park,https://www.mhvillage.com/parks/15625, Newaygo ,58,295,857,"927 Lake Drive, Fremont, MI, 49412",43.46012,-85.91641
868,Meadowview Village,https://www.mhvillage.com/parks/15624, Newaygo ,86,280,858,"1307 Locust Street, Fremont, MI, 49412",43.46012,-85.91641
869,Rob-Ann Mobile Home Court,https://www.mhvillage.com/parks/15623, Newaygo ,84,260,859,"1215 Locust Street, Fremont, MI, 49412",43.46012,-85.91641
870,Lake Forest Park,https://www.mhvillage.com/parks/15627, Newaygo ,70,N/A,862,"9502 South 2nd Street, Grant, MI, 49327",43.38183,-85.77775
871,Leisure Time,https://www.mhvillage.com/parks/51641, Newaygo ,94,N/A,863,"4799 South Spruce Avenue, White Cloud, MI, 49349",43.59664,-85.76073
872,Four Seasons Trailer Park,https://www.mhvillage.com/parks/15626, Newaygo ,56,N/A,864,"3531 Antor, Newaygo, MI, 49337",43.43292,-85.69911
873,Maple Lane Mobile Home Park,https://www.mhvillage.com/parks/485, Newaygo ,30,N/A,865,"65 South North Street, White Cloud, MI, 49349",43.59664,-85.76073
874,Sportsman Park,https://www.mhvillage.com/parks/30405, Newaygo ,75,N/A,866,"2500 Sportsman Drive, White Cloud, MI, 49349",43.59664,-85.76073
875,Zmrzlik Mobile Home Park,https://www.mhvillage.com/parks/52252, Newaygo ,N/A,N/A,867,"277 Echo Drive, White Cloud, MI, 49349",43.59664,-85.76073
876,The Woodlands,https://www.mhvillage.com/parks/15072, Oakland ,375,N/A,869,"1441 W. Romeo Rd., Oakland Township, MI, 48363",42.79891,-83.16643
877,Sashabaw Meadows,https://www.mhvillage.com/parks/200, Oakland ,511,N/A,871,"4359 Dogwood Boulevard, Clarkston, MI, 48348",42.75994,-83.41043
878,Orion Lakes,https://www.mhvillage.com/parks/15176, Oakland ,423,N/A,873,"47 Bluebird Hill, Orion, MI, 48359",42.72557,-83.27255
879,Ridgewood,https://www.mhvillage.com/parks/15073, Oakland ,500,390,874,"3331 Stoneybrook Drive, Milford, MI, 48380",42.60998,-83.66783
880,White Lake,https://www.mhvillage.com/parks/15178, Oakland ,315,511,875,"1415 Fisk Road, White Lake, MI, 48386",42.65948,-83.47848
881,Highland Greens Estates,https://www.mhvillage.com/parks/15083, Oakland ,907,N/A,876,"2377 North Milford Road, Highland, MI, 48357",42.65963,-83.61861
882,Childs Lake Estates,https://www.mhvillage.com/parks/176, Oakland ,619,612,877,"4377 Old Plank Road, Milford, MI, 48381",42.55917,-83.60581
883,Kensington Place,https://www.mhvillage.com/parks/15063, Oakland ,488,614,878,"60501 Grand River, New Hudson, MI, 48165",42.49632,-83.62307
884,Commerce Meadows,https://www.mhvillage.com/parks/15710, Oakland ,602,719,879,"2400 Meadows Circle Drive, Wixom, MI, 48393",42.51883,-83.54914
885,Stratford Villa,https://www.mhvillage.com/parks/15172, Oakland ,409,679,880,"3333 Stratford Villa Way, Wixom, MI, 48393",42.51883,-83.54914
886,Meadow Lake,https://www.mhvillage.com/parks/15878, Oakland ,425,540,881,"3951 Bentwood Circle West, White Lake, MI, 48383",42.69415,-83.56175
887,Clarkston Lakes,https://www.mhvillage.com/parks/15152, Oakland ,498,669,882,"4260 Dogwood Blvd., Clarkston, MI, 48348",42.75994,-83.41043
888,Sheffield Estates,https://www.mhvillage.com/parks/15550, Oakland ,228,479,883,"165 South Opdyke Road, Auburn Hills, MI, 48326",42.66474,-83.27461
889,Rochester Estates,https://www.mhvillage.com/parks/15077, Oakland ,775,689,884,"600 Le Grand Boulevard West, Rochester, MI, 48307",42.65989,-83.12274
890,South Lyon Woods,https://www.mhvillage.com/parks/15171, Oakland ,211,N/A,886,"530 Lanier St., South Lyon, MI, 48178",42.45572,-83.64766
891,Troy Villa,https://www.mhvillage.com/parks/15175, Oakland ,282,358,887,"2100 Stephenson Highway, Troy, MI, 48083",42.55458,-83.12253
892,College Heights,https://www.mhvillage.com/parks/15235, Oakland ,161,N/A,889,"3501 Auburn Road, Auburn Hills, MI, 48326",42.66474,-83.27461
893,Cedarbrook Estates,https://www.mhvillage.com/parks/257, Oakland ,691,589,890,"323 Le Grande Boulevard, White Lake, MI, 48383",42.6556,-83.52972
894,Novi Meadows,https://www.mhvillage.com/parks/15080, Oakland ,401,659,891,"26250 Virginia Avenue, Novi, MI, 48374",42.46948,-83.52443
895,Fawn Lake Estates,https://www.mhvillage.com/parks/15071, Oakland ,135,N/A,894,"831 North Pontiac Trail, Walled Lake, MI, 48390",42.55292,-83.48216
896,Lake Villa,https://www.mhvillage.com/parks/187, Oakland ,850,478,892,"182 Parker Lake Drive, Oxford, MI, 48371",42.82544,-83.23046
938,Hesperia MHP,https://www.mhvillage.com/parks/106678, Oceana ,99,N/A,903,"946 North Smith St Hesperia Mi 49421, Hesperia, MI, 49421",43.57217,-86.02691
939,Holiday Shores,https://www.mhvillage.com/parks/105361, Oceana ,54,N/A,897,"7980 Village Rd, Mears, MI, 49436",43.69036,-86.47706
940,Hylander Valley,https://www.mhvillage.com/parks/15619, Oceana ,71,220,898,"231 North Eastwood Road, Hart, MI, 49420",43.73003,-86.28381
941,Sun Retreats Silver Lake,https://www.mhvillage.com/parks/111228, Oceana ,N/A,N/A,899,"1441 N. 34th Street, Mears, MI, 49436",43.67202,-86.47347
942,Evergreen Village Mobile Home Park,https://www.mhvillage.com/parks/15630, Oceana ,99,N/A,900,"946 N. Smith St., Hesperia, MI, 49421",43.57217,-86.02691
943,Pines Mobile Home Park,https://www.mhvillage.com/parks/15621, Oceana ,48,N/A,901,"3241 72nd Street, Hart, MI, 49420",43.70482,-86.37955
944,Green Lawn Mobile Home Court,https://www.mhvillage.com/parks/15620, Oceana ,40,N/A,902,"2725 Forest Street, Rothbury, MI, 49452",43.51292,-86.277
945,Evart Mobile Court,https://www.mhvillage.com/parks/15602, Osceola ,21,N/A,921,"201 Fair Street, Evart, MI, 49631",43.90763,-85.23521
946,Young's Trailer Park,https://www.mhvillage.com/parks/479, Osceola ,17,N/A,922,"521 East Church Avenue, Reed City, MI, 49677",43.88709,-85.50842
947,Pheasant Ridge Estates,https://www.mhvillage.com/parks/15879, Wexford ,196,400,1183,"399 Thistlewood Drive, Cadillac, MI, 49601",44.25705,-85.54792
948,Shady Lane Trailer Court,https://www.mhvillage.com/parks/15861, Roscommon ,N/A,N/A,998,"9671 Airport Road, Saint Helen, MI, 48656",44.3737,-84.45642
950,Knollwood,https://www.mhvillage.com/parks/298, Ottawa ,161,N/A,958,"4595 Knollwood Drive, Allendale, MI, 49401",42.9792,-85.93827
951,Allendale Meadows,https://www.mhvillage.com/parks/195, Ottawa ,352,N/A,959,"11400 Boyne Boulevard, Allendale, MI, 49401",42.97615,-85.91025
952,Presidential Estates,https://www.mhvillage.com/parks/15035, Ottawa ,364,469,960,"5075 Presidential Lane, Hudsonville, MI, 49426",42.86056,-85.84727
953,Country Hills Village,https://www.mhvillage.com/parks/15971, Ottawa ,236,N/A,961,"2200 Riley Street, Hudsonville, MI, 49426",42.82574,-85.83773
954,Leisure Estates,https://www.mhvillage.com/parks/15070, Ottawa ,438,599,967,"523 Butternut Drive, Holland, MI, 49424",42.84691,-86.12535
955,Windmill Estates,https://www.mhvillage.com/parks/190, Ottawa ,400,625,965,"333 East Lakewood Boulevard, Holland, MI, 49424",42.84691,-86.12535
956,Timberline Estates,https://www.mhvillage.com/parks/211, Ottawa ,296,444,957,"260 Pin Oak Drive, Coopersville, MI, 49404",43.0722,-85.95367
957,West Olive Estates,https://www.mhvillage.com/parks/15907, Ottawa ,741,366,966,"8930 146th Avenue, West Olive, MI, 49460",42.93087,-86.14741
958,Lincoln Estates,https://www.mhvillage.com/parks/231, Ottawa ,191,452,962,"1139 Lincoln Avenue, Holland, MI, 49423",42.76859,-86.09715
959,Logan Estates,https://www.mhvillage.com/parks/601, Ottawa ,378,360,968,"8697 Riley Street, Zeeland, MI, 49464",42.8298,-85.99427
960,Brookshire Meadows West,https://www.mhvillage.com/parks/15921, Ottawa ,98,N/A,969,"1501 Port Sheldon Road, Jenison, MI, 49428",42.91956,-85.84175
961,Country Estates,https://www.mhvillage.com/parks/296, Ottawa ,255,N/A,970,"14700 State Road, Spring Lake, MI, 49456",43.08642,-86.15331
962,North Shore Manufactured Home Community and RV,https://www.mhvillage.com/parks/15299, Ottawa ,123,N/A,971,"17990 North Shore Road, Spring Lake, MI, 49456",43.08278,-86.23485
963,Village Green Mobile Home Park,https://www.mhvillage.com/parks/230, Ottawa ,392,520,972,"1700 Robbins Road, Grand Haven, MI, 49417",43.01959,-86.1235
964,Boulder Ridge,https://www.mhvillage.com/parks/30512, Ottawa ,96,350,973,"4370 Pingree, Allendale, MI, 49401",42.9792,-85.93827
965,Crockery Mobile Home Park,https://www.mhvillage.com/parks/27720, Ottawa ,168,442,975,"13251 State Road, Nunica, MI, 49448",43.08912,-86.11726
966,Forest Lake Estates,https://www.mhvillage.com/parks/580, Ottawa ,221,442,976,"17147 148th Avenue, Spring Lake, MI, 49456",43.08046,-86.16039
967,Grand Country Mobile Village,https://www.mhvillage.com/parks/15295, Ottawa ,52,325,977,"13401 84th Street, Coopersville, MI, 49404",43.01102,-85.99683
968,Holiday West Village,https://www.mhvillage.com/parks/15728, Ottawa ,341,N/A,964,"3611 Butternut Drive, Holland, MI, 49424",42.83347,-86.14889
972,Waverly Shores Village,https://www.mhvillage.com/parks/15926, Ottawa ,326,N/A,963,"11777 Riley Street, Holland, MI, 49424",42.84691,-86.12535
976,Denton Township Trailer Park,https://www.mhvillage.com/parks/15864, Roscommon ,59,N/A,989,"808 Lake Street, Prudenville, MI, 48651",44.25112,-84.61186
977,Lakeview Mobile Home Park,https://www.mhvillage.com/parks/15858, Roscommon ,49,N/A,990,"454 East Houghton Lake Drive, Prudenville, MI, 48651",44.25112,-84.61186
978,Windmill Estates (Saginaw),https://www.mhvillage.com/parks/15556, Saginaw ,59,225,1014,"5655 Dixie Highway, Saginaw, MI, 48601",43.41401,-83.92621
